uid,Gender,Income,Goal_health,Goal_incex,Goal_indliving,Goal_self,Goal_food,Goal_sports,Goal_memory,Goal_sickness,Goal_religion,Goal_travel,Goal_polit,Goal_culture,Goal_hobby,Goal_commun,Goal_economy,Goal_work,Goal_familiy,Goal_relation,Goal_others,Health,Functioning,QoL,Happiness,Mother_tongue,Pet,Exercise,Hobby,Grandchildren,Education
1318,1,1,6,6,6,5,6,4,5,6,3,6,3,5,5,3,6,5,2,5,5,3,3,4,4,1,0,0,0,0,1
1319,2,1,6,6,6,5,5,5,5,5,5,3,3,2,6,5,6,6,3,5,5,4,5,3,1,1,1,1,0,0,3
1320,1,1,6,6,5,5,5,6,6,4,5,4,4,5,5,4,6,0,4,5,6,4,4,4,4,1,0,1,1,0,1
1321,1,2,5,6,3,3,5,4,5,6,1,3,2,3,3,2,5,5,4,4,3, , , , , , , , , , 
1322,2,1,5,5,6,4,4,3,4,5,1,6,2,4,5,3,6,6,6,6,5,5,5,3,1,1,1,1,0,0,2
1323,2, ,4,4,4,4,3,4,5,3,3,5,3,5,3,4,3, ,5,5,4, , , , , , , , , , 
1324,2,1,6,6,6,6,5,5,5,1,0,6,5,6,5,5,3,2,4,5,4,4,5,4,4,1,0,1,1,1,3
1325,2,1,6,6,6,4,5,6,6,5,3,3,5,6,6,3,3,0,6,6,6,4,4,4,4,1,0,1,1,1,1
1326,2,1,6,6,6,4,0,6,6,0,0,5,4,5,6,5,6,0,0,5,1, , , , , , , , , , 
1328,2,1,5,4,6,3,3,5,5,3,3,4,4,4,5,5,3,0,6,6,6,4,4,4,4,1,0,1,1,1,1
1329,1, ,5,5,5,4,4,4,5,4,0,5,4,4,0,1,5,3,5,5,5, , , , , , , , , , 
1331,2,1,6,6,6,6,6,6,6,6, , , , , , , , ,3,6,6,4,5,5,4,1,0,1,1,1,3
1332,2,2,6,3,6,3,4,3,6,6,0,2,4,5,3,3,4,0,6,6,6, , , , , , , , , , 
1333,2,1,6,6,6,6,6,6,6,6,3,6,4,5,6,4,6,6,6,6,6,4,4,5,5,1,0,1,1,1,3
1334,2,1,4,4,4,1,4,4,1,1,1,5,1,4,3,1,4,0,5,5,3, , , , , , , , , , 
1339,2,2,6,6,6,5,3,4,6,6,1,6,4,5,3,2,5,1,6,6,6,3,3,5,5,1,0,1,1,1,1
1342,2,1,6,6,6,5,6,5,6,2,3,6,5,6,6,4,6,3,2,6,2,3,3,4,5, ,0,1,1,0,2
1343,2,1,6,6,6,6,6,6,6,6,2,0,3,4,1,1,3,1,5,5,3,4,3,4,4,1,0,1,0,1,3
1344,1,2,6,5,6,4,4,6,4,6,0,4,4,3,6,2,4,0,6,5,5,5,5,5,4,1,0,1,0,1,3
1345,1,2,4,3,5,3,3,2,4,2,1,3,4,2,5,2,4,6,5,5,4,4,4,4,5,1,0,0,1,1,2
1346,2,1,3,5,1,6,0,3,2,1,6,5,4,6,6,4,1,0,6,6,6,4,4,4,4,1,1,1,1,1,3
1350,2,1,6,5,6,5,5,5,5,3,3,4,5,5,5,2,5,6,5,6,6,3,4,4,4,1,0,1,1,0,2
1351,2,1,6,6,6,5,5,6,6,6,2,5,3,5,5,4,4,5,5,5,5,5,5,5,4,1,1,1,1,0,1
1352,2,1,6,6,6,6,6,6,6,6,3,6,1,6,3,5,6,6,6,6,6, , , , , , , , , , 
1354,2, ,5,6,6,3,1,1,6,1,3,2,4,3,6,0,4,0,6,4,5,3,3,3,3,1,0,1,0,1,2
1355,1,2,3,3,3,1,1,2,3,0,0,1,3,2,2,0,1,3,4,4,4,3,3,4,4, ,0,1,0,0,1
1356,2,1,6,6,4,5,4,6,4,6,0,3,3,5,3,1,2,1,5,6,5,4,4,5,5,2,1,1,1,1,3
1357,2,2,6,6,6,6,6,6,4,1,5,3,3,6,4,4,5,0,6,3,6,5,5,4,4,1,0,1,1,1,3
1358,2,1,6,5,6,4,6,5,6,6,1,6,1,5,3,1,4,6,6,4,6,4,4,4,4,1,0,1,0,1,2
1359,2,1,6,6,6,5,6,6,5,6,3,0,3,0,3,5,6,0,6,6,6,4,4,4,4,1,0,1,0,1,1
1360,1,2,6,6,6,0,6,6,6,6,0,3,0,0,3,0,0,3,3,5,3, , , , , , , , , , 
1361,1,1,6,5,6,6,5,3,6,6,6,6,4,4,1,6,6,5,4,5,4,4,4,4,4,2,0,0,0,0,3
1363,2,1,5,4,5,4,5,4,4,4, ,5,4, ,5, , ,5,4,6,5, , , , , , , , , , 
1365,2,1,6,6,6,6,6,6,6,6,2,5,4,6,4,2,5,5,4,6,6,5, ,5,5,1, ,1,1,0,3
1366,1,1,6,6,6,3,6,2,6,5,1,6,5,4,6,0,4,0,6,6,6,4,4,5,4,2,0,1,0,1,1
1369,2,1,1,5,0,3,2,5,0,1,2,6,2,6,3,1,4,0,0,6,1,4,5,4,4,1,0,1,1, ,3
1370,2,1,5,3,6,4,3,1,3,6,2,4,3,5,4,3,4,4,1,4,1,3,4,4,3,1,0,1,1,0,3
1371,1,2,5,6,6,5,4,4,5,5,4,4,4,5,4,5,4,4,5,6,4,4,4,4,4,1,1,1,1,1,3
1372,2,2,5,5,5,2,3,5,2,3,2,6,3,2,5,2,5,3,4,4,4,4,4,4,3,1,0,1,0,1,1
1373,1,1,6,6,6,5,6,6,6,4,0,4,4,2,6,6,5,5,5,6,4,4,5,4,4, ,0,1,0,1,1
1374,2,2,6,6,6,6,5,4,6,3,1,6,6,6,6,0,3,0,6,6,6,5,5,5,5,1,0,1,1,1,2
1375,2,2,6,6,6,4,4,5,3,5,3,2,3,3,5,3,4,5,2,6,3,4,4,4,4,1,1,1,1,0,3
1376,1,1,4, ,6,5,2,1,4,6,2,3,3,5,2,4,5,2,6,3,5,4,4,4,3,1,0,0,1,0,1
1377,1,2,6,6,6,4,5,5,5,0,3,5,5, ,5,3,6,5,0,6,6,5,5,5,5,1,1,1,1,0,3
1378,2,1,6,5,6,4,4,4,3,3,1,6,5,5,5,2,5,6,4,6,6, , , , , , , , , , 
1379,1,1,5,3,5,1,4, , ,4,0,1,1,3,5,2,4,1,4,6,6, , , , , , , , , , 
1380,1,1,6,4,6,3,5,3,6,3,0,1,0,2,4,4,4,0,6,6,5,3,3,4,4, ,1,0,1,1,1
1381,1,2,6,5,6,4,5,5,5,5,3,3,3,3,4,3,4,3,6,5,5, , , , , , , , , , 
1382,2,1,6,6,5,5,4,5,5,6,5,4,4,6,6,4,5,3,6,5,5,0,1,3,4,1,0,0,1,1,2
1383,2,2,6,6,4,5,5,1,4,6,0,4,2,5,5,0,1,0, , ,5,3,3,4,3,1,0,1,1,0,3
1384,2,1,6,6,6,3,5,5,6,3,5,3,5,5,5,5,3,0,6,6,4,4,5,5,4,2,0,1,1,0,2
1385,1,2,4,5,3,3,5,5,3,3,0,5,5,4,2,1,6,4,2,4,2,4,4,4,4,2,0,1,1,0,3
1387,1,2,6,6,6,4,6,5,5,4,2,4,3,4,4,5,5,0,6,6,5,4,4,4,4,2,0,1,1, ,3
1388,2,2,5,6,6,5,4,5,3,2,1,3,1,3,4,2,3,6,5,6,5,3,3,4,3,1,0,1,0,1,2
1389,2,2,6,5,6,5,2,6,4,2,1,5,5,5,3,1,1,6,5,6,5,5,5,5,4,1,0,1,1,1,3
1391,2,1,6,5,6,3,5,5,6,3,2,4,4,4,4,3,4,1,4,5,5,4,4,4,4,1,0,1,0,1,2
1392,2,2,6,6,6,5,5,6,6,1,6,5,6,6,6,1,4,0,6,6,6,4,4,5,5,1,0,1,1,1,3
1394,2,2,6,5,6,5,4,5,6,5,5,4,5,4,4,4,4,6,5,5,5,3,4,4,4, ,0,1,1,0,2
1395,1,2,5,4,5, ,4,4,4,2,2,5,3,5,5,2,4,1,4,3,4, , , , , , , , , , 
1396,2,1,5,2,4,1,2,2,3,3,2,1,1,2,2,1,4,3,6,6,6, , , , , , , , , , 
1398,2,2,6,6,6,2,3,5,6,0,0,6,6,5,5,2,4,0,5,5,4,4,4,4,5,1,0,1,1,1,3
1399,1,2,4,4,3,2,4,3,3,3,2,2,4,4,3,2,3,4,4,4,4,5,5,5,4,2,0,1,1,0,3
1400,2,1,6,6,6,6,6,6,6,0,3,4,1,3,5,1,2,5,1,6,6,5,5,5,5,3,0,1,1,0,3
1402,2,2,5,5,4,5,5,2,5,2,5,5,5,5,3,6,3,1,2,3,3,3,3,3,3,1,0,1,1,0,3
1403,1, ,5,5,5, , , ,5, , , , , , , , , , , , , , , , , , , , , , 
1404,1,2,5,3,5,3,4,6,4,0,6,3,4,3,3,4,4,0,5,5,4,4,4,4,3,1,0,1,1,0,3
1405,2,1,6,6,6,4,6,6,6,6,0,4,5,3,4,5,4,1,4,5,5,4,5,5,5, ,0,1,1,1,2
1406,2,2,6,6,6,6,5,6,6,2,2,6,5,4,3,2,5,5,4,3,3,4,4,4,3,1,0,1,1,1,1
1408,2, ,6,6,0,0,0,0,6,0,0,6,0,0,5,0,3,6,0,3,0,4,4,5,4,1,0,1,0,0,2
1409,1,2,5,6,6,6,5,4,6,5,6,2,3,4,5,5,3,4,6,5,5,4,4,5,4,1,0,1,1,1,3
1410,2,2,6,4,4,4,4,3,5,6,5,3,5,5,6,4,4,0,4,6,4,1,3,4,4,1,0,0,1,1,3
1412,2,2,5,4,6,5,3,3,6,3,2,6,2,6,4,4,4,0,5,6,5,3,3,4,4,1,1,0,1, ,1
1413,2,2,6,6,5,5,3,5,6,3,0,5,4,5,3,5,4,5,1,6,5,5,5,5,5,1,0,1,0,0,3
1417,1,2,6,2,5,6,1,4,6,1,4,3,4,3,5,3,5,3,6,5,4, , , , , , , , , , 
1418,1,2,6,6,6,5,5,6,5,1,1,5,1,4,1,1,5,4,6,4,4,5,5,4,4,2,0,1,1,1,3
1419,2,1,6,2,6,2,2,0,3,6,3,0,3,5,0,2,4,0,4,6,6, , , , , , , , , , 
1422,2,1,6,6,6,5,5,4,4,5,4,4,5,5,6,3,5,3,3,5,4,4,4,4,5,1,0,1,1,1,1
1423,1,1,6,6,6,3,4,6,5,5,3,4,4,4,6,4,6,0,6,6,6,5,5,5,5,1,0,1,0,1,1
1425,1,2,5,3,6,5,4,4,4,0,1,4,2,4,5,1,3,6,0,6,6, , , , , , , , , , 
1426,1,2,5,5,6,5,4,5,3,4,1,3,4,4,3,3,3,4,1,1,2, , , , , , , , , , 
1427,1,2,3,3,6,2,3,0,0,3,0,6,0,4,5,0,5,3,3,3,3,1,1,3,3,1,0,0,0,0,1
1429,1, ,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6, ,6,6,6,4,4,4,5,2,0,1,1,1,3
1430,2,2,6,5,2,5,2,5,4,4,0,5,5,5,4,5,2,5,3,6,4, , , , , , , , , , 
1431,1,2,6,5,6,4,4,4,6,3,1,5,5,5,4,3,5,4,6,6,6,4,5,4,4,1,0,1,1,1,3
1432,2,1,5,5,5,3,5,5,6,5,2,4,3,4,5,3,2,2,6,5,6, , , , , , , , , , 
1433,2,2,6,6,6,5,4,5,6,6,1,3,5,4,3,3,3,1,3,6,3,3,3,4,4,1,0,1,1,0,2
1434,2,1,6,6,6,6,6,6,6,6,3,3,5,2,6,1,5, ,6,6,6,3,4,3,3,1,0,1,1,1,1
1436,2,2,6,5,6,3,4,5,6,4,1,5,4,4,5,3,4,2,4,5,5,4,5,5,5,1,1,1,0,0,3
1437,2,2,5,4,3,3,3,3,3,1,1,3,3,3,5,2,3,1,1,3,3,4,4,4,4,1,1,0,0,0,3
1438,2,2,6,6,6,4,5,6,4,3,0,4,5,5,6,1,4,6,6,6,6,4,4,4,4,1,0,1,0,0,2
1439,2,1,5,3,6,3,3,1,4,1,0,5,3,6,0,5,6,5,0,5,4,4,5,4,4,2,0,0,0,0,3
1440,2,1,6,5,6,5,4,6,6,6,4,5,4,5,4,3,5,4,6,6,6,3,3,4,5,1,0,0,0,1,1
1441,2,2,6,6,6,4,4,6,6,6,3,6,3,6,6,3,6,4,6,6,6,1,3,5,5,1,0,1,1, ,2
1442,1,2,5,5,4,4,5,4,5,6,5,4,3,4,5,5,4,3,6,5,5,1,1,1,3, ,0,0,1,1, 
1443,2,1,6,4,5,5,6,6,6,6,2,3,1,5,4,1,5,0,6,5,4,3,3,4,4,1, ,1,0,1,3
1444,1,2,4,4,6,4,4,4,4,4,0,5,4,4,1,2,5,4,5,4,5,3,4,4,4,1,0,1,0,1,1
1445,2,2,5,5,6,1,6,6,4,5,1,4,2,4,1,1,4,3,3,4,4, , , , , , , , , , 
1446,2,2,6,6,3,3,4,3,4,5,5,2,3,4,2,5,3,4,6,6,4,5,4,5,5,2,0,1,0,1,3
1447,2,2,5,4,5,5,4,6,2,2,2, ,3,5,4,4,3,3,2,5,4,4,4,3,3,1,1,1,1,0,3
1448,2,1,6,6,5,3,4,5,4,0,2,4,4,3,3,3,5,3,6,6,6, , , , , , , , , , 
1450,2, ,6,6,6,3,4,6,3,3,1,6,1,6,6,1,2,1,6,6,4,5,5,4,4,1,0,1,1,1,3
1451,1,1,6,5,6,3,5,4,6,1,0,5,5,2,2,1,6,6,4,5,4,4,4,4,4,1,0,1,0,0,3
1452,1,2,6,6,5,3,6,6,4,2,1,5,4,3,4,0,5,3,4,4,4,5,4,4,3,1,0,1,1,0,2
1453,2,1,4,5,2,1,2,1,4,3,0,3,3,4,5,2,3,5,5,4,5,3,3,1,1,1,0,0,0,0,2
1454,2,2,6,6,5,5,5,6,3,1,2,5,4,4,4,3,5,6,1,6,4, , , , , , , , , , 
1458,1,2,5,5,5,3,1, ,3,1,0,3,4,3,4,0,4,0,2,4,2, , , , , , , , , , 
1459,1,1,5,5,5, ,3,5,5, ,3,5,5,5,4,4,4,4,6,6,5,4,4,5,5,1,0,1,1,0,1
1460,1,2,6,5,5,4,4,4,4,5,2,5,4,3,3,2,3,4,6,5,4,4,4,4,4,1,0,1,1,1,3
1461,2,1,6,6,6,6,6,6,6,6,4,4,4,5,6,5,6,0,6,6,6,4,5,5,5,1,0,1,0,1,1
1463,2,1,6,6,6,4,5,6,5,4,3,5,3,6,4,3,4,2,5,6,5,4,4,4,4,1,0, ,1,1,2
1464,1,1,6,5,5,4,4,6,5,6,1,4,2,3,6,1,5,5,5,6,5,3,4,4,4,1,0,0,1,1,1
1466,2,1,5,5,6,5,5,2,5,5,1,4,5,2,5,0,2,0,5,5,5,3,4,4,4,1,1,0,0,1,2
1467,2,2,6,6,6,5,6,6,4,4,4,6,5,6,6,4,6,4,6,6,5,4,4,5,5,1,0,1,1,1,3
1468,2,1,6,6,6,6,4,6,3,1,6,5,1,1,6,1,3,3,6,5,6,4,4,4,4,1,1,1,1,1,1
1469,1,1,6,5,6,6,3,5,5,5,6,3,5,3,3,5,3,6,4,5,4, , , , , , , , , , 
1470,1,1,5,5,6,3,3,5,3,2,2,4,2,3,4,2,3,4,5,3,3,4,5,4,4, ,0,1,0,1,1
1472,2,2,6,5,6,4,4,6,5,1,0,5,4,6,6,5,3,0,5,6,4, , , , , , , , , , 
1474,1,1,5,3,5,4,3,3,5,4,2,3,3,4,4,4,3, ,5,5,4,4,4,4,4,1,0,1,1,1,1
1475,1,2,6,5,6,3,4,5,5,0,0,5,4,4,4,3,4,5,5,5,3,5,5,5,4,1,0,1,1,1,3
1476,2,1,6,6,4,5,4,4,5,3,4,5,5,6,6,4,4,1,6,6,6,3,3,4,4,1,0,1,1,0,2
1478,1,2,6,6,5,5,5,6,5,5,4,6,5,6,5,6,5,3,6,6,6,3,4,4,4,1,0,1,1,1,2
1479,1,1, , ,6, , ,6,6,6,6,0,3, ,0, ,5,0, ,6,6,3,1,5,5,2,0,0,0,0,3
1480,2,2,5,6,6,5,5,6,5,0,4,6,6,5,6,6,5,6,6,6,6, , , , , , , , , , 
1483,2,2,4,4,5,4,3,5,3,5,1,2,4,6,5,2,5,4,5,5,4,4,4,4,3,1,1,1,1,1,3
1485,1,2,6,6,5,1,3,1,2,4,0,2,5,2,4,1,5, ,5,4,4,4,4,3,3,2,1,1,1,1,3
1486,2,2,6,5,6,4,4,6,5,3,2,6,3,4,6,3,5,5,5,6,6, , , , , , , , , , 
1488,2,2,5,5,6,5,4,6,5,0,3,5,3,6,6,6,3,1,1,5,1,4,4,4,4,1,0,1,1,0,3
1489,1,1,6,6,6,4,6,5,5,1, , , , , , , , ,6,5,5,4,5,4,4,1,0,0,1,1,2
1492,2,1,6,6,6,6,6,6,6,6,6,3,4,4,4,3,5,0,5,5,5,3,3,3,3,1,1,1,1,1,1
1493,2,1,6, , , , , , , , , , , ,6, , , ,6, , , , , , , , , , , , 
1496,1,1,5,5,5,3,5,5,5,5,1,1,2,1,5,1,2,2,5,3,5, , , , , , , , , , 
1499,2,1,6,5,5,4,4,5,5,0,4,3,4,5,5,3,4,0,4,5,5,4,4,4,3,1,0,1,1,1,1
1500,2,1,6,6,6,5,6,6,6,0,0,5,3,5,6, ,5,6,4,6,4,5,5,4,4,1,1,1,1,0,2
1501,2,1,6,6,6, ,1,6,6,4,5,2,4,2,4,2,4,3,6,6,6,3,3,1,1,1,0,1,0,1,2
1502,2,1,6,4,6,4,6,6,6,0,1,6,1,4,6,1,4,0,6,5,4,4,4,4,4,1,1,1,1,1,1
1504,2,2,6,6,5,6,4,6,6,6,2,3,5,3,6,4,5,5,6,6,6,3,3,3,3,1,1,1,0,0,1
1505,2,2,5,5,4,4,4,3,4,3,3,5,4,3,4,2,3,4,4,5,4,4,4,4,5,1,0,0,1,1,1
1506,2,2,6,6,5,6,5,6,6,5,0,5,4,5,6,4,3,0,3,5,3,5,5,4,4, ,0,1,1,1,3
1508,2,2,6,6,6,5,4,6,6,5,2,4,4,6,6,3,4,2,3,6,3,5,5,5,5,1,0,1,0,0,3
1510,1,1,2,2,6,1,3,2,4,6,0,5,3,2,0,1,2,1,3,3,3, , , , , , , , , , 
1511,2,1,4,5,4,4,4,1,5,3,1,1,2,4,1,3,5,6,5,5,5,4,4,4,3,1,0,0,1,0,2
1516,1,2,5,5,5,4,4,4,4,4,2,3,4,3,4,3,4,3,5,5,5,3,3,3,3,1,0,0,1,1,1
1517,2,2,6,6,6,5,3,5,5,5,0,4,6,5,4,5,4,6,6,6,6,3,3,4,4,1,1,1,0,1,3
1518,2,1,6,6,6,5,5,6,6,5,4,5,4,4,4,3,4,2,5,6,4,4,5,4,4,1,0,1,1,0,1
1519,1,1,4,3,6,5,2,3,5,6,0,5,4,4,3,3,3,3,5,4,5,1,3,3,3, ,0,0,1,0,2
1520,1,2,6,4,3,5,1,3,5,1,1,3,4,4,5,1,3,1,2,4,5,4,4,4,4,1,0,0,0,0,3
1521,2,1,6,6,5,6,6,6, ,0,5,4,4,5,6,5,4,1,3,5,3,5,5,4,5,1,0,1,1,1,3
1524,2,2,5,5,6,3,4,4,3,2,0,5,4,4,4,4,5,4,4,4,4,4,4,4,3,1,0,1,1,1,3
1527,2,2,5,2,6,6,5,1,6,3,3,6,5,4,6,4,6,3,4,5,5,4,3,4,4,1,1,0,1,0,2
1530,1,1,6,3,6,3,4,6,6,6,0,3,5,3,3,0,6,0,6,6,6,1,1,3,3,1,0,0,1,0,1
1531,2,1,5,5,2,4,5,5,3,3,5,4,2,3,4,5,5,5,5,5,5,5,4,4,4,1,1,1,1,0,2
1536,2,2,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,6,6,6, , , , , , , , , , 
1537,1,1,6,5,6,5,6,5,6,6,3,5,4,4,5,3,4,2,6,6,6,4,4,4,4,1,1,1,0,1,1
1539,1,2,6,4,6,5,4,6,5,0,5,5,2,5,5,2,4,3,5,5,5,4,5,4,4,2,1,1,1,0,3
1540,2,1,5,6,5,5,5,5,5,5,5,3,0,3,3,5,4,0,6,6,6,4,4,5,5,1,0,1,1,0,3
1541,2,1,6,6,6, ,6,6,6,5,3, ,4,5,6,6,3,3,6,6,6,5,5,4,4,1,0,1,1,1,1
1542,1, ,4,4,6,4,5,4,4,5,3,3,3,4,4,3,4,2,4,4,4,3,3,3,3,1,0,0,0,1,2
1543,2,1,6,5,5,5,5,6,5,4,0,4,1,4,4,0,4,6,6,6,6,4,4,3,4,1,1,1,1,1,2
1544,1,1,5,6,6,1,4,5,4,3, , , , , , , , ,5,5,4,3,3,3,4,1,0,1,1,1,2
1545,2,1,6,6,6,6,6,6,6,3,6,1,5,6,4,0,6,0,6,6,6,4,4,4,3,2,1,1,1,1,1
1548,1,2,6,6,6,3,3,5,4,1,1,4,2,3,5,1,4,1,5,4,4,5,5,5,5,2,0,1,1,1,3
1549,1,1,6,6,2,3,6,5,6,6,1,2,3,1,4,2,2,0,3,3,2,3,3,3,3,1,0,1,1,0,1
1558,1,1,6,6,6,6,3,5,6,6,6,4,3,3,4,5,6,1,6,6,6,4,4,4,4,1,0,1,1,0,1
1559,2,2,6,4,6,4,5,6,5,4,2,5,4,5,5,2,4,3,5,6,6,4, ,3,3,1,0,1,1,1,1
1560,1, ,6,1,5,1,5,1,5,5,1,5,4,5,3,2,4,3,3,5,3,1,3,3,3,1,0,0,0,0,1
1561,2,1,5,5,5,4,5,5,5,5,6,6,5,4,6,2,6,5,2,5,6, , , , , , , , , , 
1562,2,1,5,5,6,4,4,5,4,4,2,5,5,5,4,3,4,5,5,5,5,4,4,4,4, ,1,1,1,1,1
1563,1,1,5,4,5,4,4,5,4,5,1,1,3,3,5,3,5,1,1,5,3,4,4,4,4,1,0,1,1,0,1
1564,2, ,5,3,5,2,4,3,6,4,0,5,3,0,1,0,4,0,3,4,1, , , , , , , , , , 
1567,1,2,5,3,6,4,3,6,5,0,1,6,4,3,5,2,5,5,2,5,2,4,4,4,4,1,0,1,1,0,3
1568,2,1,6,6,6,4,5,5,5,4,1,1,4,3,6,2,4,5,6,2,5,4,4,4,5,1,0,1,1,1,2
1571,2,1,6,5,6,4,5,4,6,2,3,6,4,4,3,2,5,4,6,6,6,4,4,5,5,1,0,1,1,1,3
1574,2,1,4,2,4,4,2,2,3,4,0,1,3,2,3,3,5,0,3,3,4,3,3,3,3,1,0,0,0,0,1
1578,2,1,6, ,6,5,6,6,6,6,0,4,4,4, ,3,4,0,6,5,4,4,5,4,4,1,0,1,0,1,1
1582,2,2,6,3,6,3,6,2,6,3,1,2,6,6,3,5,6,3,3,6,6,3,3,5,4,1,1,0,1,0,3
1583,2,1,4,4,4,4,3,3,3,2,2,6,4,6,6,2,4,5,4,4,4,4,4,4,4,1,0,1,1,0,2
1584,1,1,6,5,4,4,4,5,5,4,4,3,5,4,4,3,3,2,6,6,5,3,4,4,4,2,1,1,1,1,3
1585,1,1,5,4,0,0,4,0,5,0,3,5,0,5,6,3,6,6,6,6,6,4,4,3,1,3,0,1,0,1,3
1589,1,1,3,3,4,3,3,4,3,3,4,2,3,3,6,3,3,4,5,5,5,4,5,4,4, ,0,1,1,0,2
1592,2,2,6,6,6,6,6,6,6,6,2,6,4,5,4,0,3,0,6,6,6,4,4,4,5,1,0,1,1,1,2
1593,2,2,4,3,4,3,3,2,3,2,2,3,3,3,2,2,2,3,3,3,3,4,4,3,3,1,0,1,1,0,3
1594,2,1,6,2,6,1,3,6,5,5,0,5,5,6,4,0,3,0,1,5,3,1,3,4,4, ,0,1,1,0,3
1597,2,2,5,3,0,2,5,4,1,1,4,6,4,6,4,2,5,5,2,3,6,4,5,4,4,1,0,1,1,1,3
1598,2,2,5,5,5,5,3,5,5,1,0,2,4,5,4,3,3,0,5,5,5,5,5,5,5,1,0,1,1,1,3
1602,2,2,6,6,6,6,6,5,6,6,3,5,3,5,5,2,5,1,5,6,6,4,4,4,4,1,0,1,1,1,3
1605,2,2,6,6,6,4,6,6,6,6,6,5,6,6,3,3,5,3,6,5,6,5,5,5,5,1,0,1,1,0,2
1606,2, ,5,5,6,5,4,5,5,3,1,2,3,4,5,0,5,3,5,5,3, , , , , , , , , , 
1608,2,1,6,5,5,6,5,6,5,3,3,5,4,5,6,2,4,6,5,5,5,4,5,5,5,1,0,1,0,0,2
1609,2,2,6,6,6,5,6,6,6,1,2,4,3,3,6,5,3,0,6,6,6,4,5,5,5,1,0,1,1,1,3
1610,2,1,6,4,6,6,5,4,6,6,6,4,5,5,4,6,6,0,6,6,6,4,4,4,5,1,0,0,1,0,2
1612,2,2,6,6,6,6,1,4,6,3,0,4,4,5,5,3,3,3,3,6,6, , , , , , , , , , 
1614,1,1,6,6,6,4,3,5,5,5,1,6,2,5,5,3,3,2,5,6,5,4,5,5,5,1,0,1,1,1,2
1616,2,1,6,6,6,6,6,6,6,6,4,5,4,4,6,6,6,6,6,6,5,4,4,4,4,1,0,1,1,0,1
1617,1,2,5,5,5,5,0,5,0,0,4,5,5,4,6,3,6,6,0,6,6,4,4,4,4,1,1,0,1,0,1
1619,2,1,6,6,6,6,5,6,6,6,4,3,5,6,5,4,5,5,6,6,6, , , , , , , , , , 
1620, ,1,6,6,6,5,6,6,4,5,6,3,6,2,4,2,6,6, ,6,5, , , , , , , , , , 
1622,1,1,5,2,6,6,3,1,5,6,0,0,3,3,1,0,6,0,0,5,2, , , , , , , , , , 
1624,1,1,5,5,5,5,4,5,5,4,2,3,5,4,5,4,4,5,4,5,4,4,5,4,4,1,0,1,1,1,3
1625,2,2,6,5,6,6,6,6,5,3,5,5,4,6,4,5,4,5,6,6,6,4,4,5,4,1,0,1,1,0,3
1626,2,1,6,6,6,6,6,6,6,6,5,5,5,5,5,3,5,5,6,6,6, , , , , , , , , , 
1627,2,2,5,5,5,4,5,4,3,1,0,1,4,5,5,2,2,5,5,6,2,4,4,4,4, ,0,1,1,1,3
1628,1,2,4,4,2,4,3,4,4,1,6,4,5,4,5,3,4,4,4,6,6,4,4,4,4,1,0,1,0,0,2
1629,2,1,6,5,6,5,5,6,5,5,3,4,3,4,5,4,5,4,5,6,3,4,4,4,4,1,0,1,1,1,1
1630,2,1,5,3,6,6,4,3,3,5,5,5,4,2,5,1,5,3,3,6,5,1,3,4,4,1,0,0,1,0,1
1631,1,1,5,1,5,0,3,3,2,5,0,5,3,2,5,0,3,0,5,5,1, , , , , , , , , , 
1632,1, ,6,5,6,4,5,4,6,6,3,3,4,4,5,1,6,3,6,6,6,3,4,3,1,1,1,1,1,1,2
1637,1,1,6,4,5,2,1,5,2,6,1, ,1,2,5,4,2,1,6,4,4, , , , , , , , , , 
1638,2,1,6,5,6,5,5,5,5,3,3,5,3,3,3,3,4,5,6,6,4, , , , , , , , , , 
1639,2,1,6,4,6,4,5,4,5,6,4,5,4,5,5,4,5,4,6,5,5,4,4,4,4,1,0,1,1,0,2
1640,2,1,6,6,6,6,6,5,6,5,4,6,4,6,6,5,6,5,6,6,6,3,4,4,5,1,0,1,1,0,3
1642,2,1,4,5,5,3,2,3,3,3,4,4,4,5,4,3,3,1,5,4,4,4,4,4,4, ,0,1,1,1,3
1643,1,2,5,5,5,5,4,5,4,1,3,4,4,3,4,4,4,3,6,5,5, , , , , , , , , , 
1650,1,2,6,5,4,4,4,5,3,5,3,3,2,3,3,3,3,4,5,4,5,4,4,4,4,1,1,1,1,1,2
1651,1,2,6,5,6,5,3,5,5,0,0,5,5,4,5,5,1,6,6,5,3,5,4,4,4,2,0,1,1,1,3
1652,2,1,6,6,6,5,5,5,6,2,4,5,4,5,1,2,4,0,0,6,2,4,5,4,3,1,1,1,1,0,1
1653,2,1,6,6,5,4,5,5,5,4,2,5,4,3,4,5,3,5,6,6,6, , , , , , , , , , 
1654,1,1,6,5,5,3,4,4,6,4,6,4,1,1,3,5,1,3,6,6,6,3,4,4,4,1,0,1,0,1,1
1655,1,2,6,5,5,5,4,4,5,3,5,5,4,5,4,4,4, ,4,5,4,4,4,4,5,1,0,1,1,1,1
1657,1,2,6,5,6,4,2,0,2,6,1,1,0,5,6,4,3,0,5,6,3,3,4,5,4,1,0,0,1,1,2
